Bigraph,Word List
$n,"{'neurochemical', 'noté', 'norms', 'natural', 'naïve', 'nominal', 'neighbor', 'non', 'notion', 'normally', 'negociation', 'neglect', 'noetherian', 'neurobehavioural', 'nikodym', 'negotiations', 'nonlinear', 'neural', 'nlp', 'normals', 'negligence', 'ns', 'nearest', 'noether', 'neuroscience', 'networking', 'neurophysiology', 'needs', 'nature', 'neurophysiological', 'n', 'need', 'neurobiology', 'networks', 'numerical', 'neuropsychology', 'neighbours', 'negotiation', 'neuropsychological', 'nilpotent', 'neuroanatomy', 'novel', 'newspapers', 'nervous', 'normative', 'national', 'number', 'neyman', 'neutral', 'normalization', 'neuropathology', 'niveau', 'nonparametric', 'np', 'neuropharmacology', 'net', 'network', 'neumann', 'nuclear', 'normal', 'newton', 'necessary', 'notations', 'neuropharmacological', 'numbers', 'negative', 'new', 'nullstellensatz', 'nafta', 'notions'}"
no,"{'nominal', 'another', 'norms', 'abnormal', 'econometric', 'non', 'trigonometric', 'normally', 'notion', 'asynchronous', 'steganography', 'diagnosing', 'polynomial', 'knowledge', 'noetherian', 'innovative', 'technological', 'nonlinear', 'binomial', 'monograph', 'synchronous', 'normals', 'denotational', 'known', 'autonomous', 'noether', 'phenomena', 'minor', 'polynomials', 'diagnosis', 'anonymity', 'diagnostics', 'cannot', 'agnosia', 'technologies', 'economy', 'honours', 'plenoptic', 'innovate', 'novel', 'know', 'economic', 'normative', 'diagnose', 'phenomenon', 'normalization', 'nonparametric', 'minorities', 'diagnostic', 'anova', 'tehnological', 'genomic', 'innovation', 'economies', 'normal', 'canonical', 'notations', 'anomaly', 'technology', 'unknowns', 'noté', 'economics', 'notions'}"
ks,"{'risks', 'attacks', 'greeks', 'workshops', 'blocks', 'networks', 'tasks', 'frameworks', 'links'}"
gi,"{'engineers', 'methodologies', 'logistic', 'psychologists', 'methodological', 'leveraging', 'beginning', 'registration', 'logit', 'marginal', 'pathological', 'technological', 'pedagogically', 'psychologist', 'legitimacy', 'strategists', 'aging', 'margins', 'give', 'given', 'imaging', 'gives', 'topological', 'packaging', 'neurophysiological', 'longitudinal', 'engines', 'changing', 'strategies', 'logistics', 'origin', 'engineering', 'gis', 'technologies', 'neuropsychological', 'logical', 'ecologists', 'sociological', 'regions', 'biological', 'strategic', 'logic', 'regional', 'register', 'topologies', 'managing', 'legislation', 'psychopathological', 'epistemological', 'tehnological', 'foraging', 'psychophysiological', 'registering', 'digital', 'emerging', 'psychologie', 'legislative', 'neuropharmacological', 'ontologies', 'logics', 'psychological', 'physiological', 'engine'}"
$g,"{'gross', 'goals', 'gaussian', 'gausss', 'grade', 'get', 'gentzens', 'graph', 'greedy', 'game', 'gives', 'genus', 'graphics', 'geographic', 'governance', 'genomic', 'gestalt', 'global', 'greatest', 'goodness', 'grades', 'gram', 'graphs', 'grading', 'good', 'greens', 'generative', 'général', 'growth', 'games', 'globally', 'grey', 'gates', 'green', 'genetics', 'generally', 'galerkin', 'guidance', 'graduate', 'general', 'gis', 'groups', 'genetic', 'generalized', 'galois', 'government', 'generated', 'governing', 'gathering', 'gradient', 'governmental', 'grammars', 'gender', 'generators', 'given', 'generalization', 'graded', 'going', 'gershgorin', 'generating', 'gaps', 'group', 'gpus', 'gauss', 'gather', 'gain', 'geometric', 'governments', 'geometry', 'guide', 'generation', 'graphing', 'give', 'gains', 'grief', 'grammar', 'gene', 'graphical', 'gaming', 'gap', 'goods', 'grid', 'greeks', 'grammatical', 'goal', 'geometries'}"
ke,"{'marketing', 'packet', 'workers', 'market', 'make', 'makers', 'stakeholders', 'linked', 'retaken', 'keeping', 'key', 'stokess', 'policymakers', 'poker', 'sketching', 'undertake', 'seekers', 'markets', 'tucker', 'stokes', 'marketers', 'evoked', 'taken', 'kernel', 'take', 'likelihood'}"
eg,"{'integration', 'integrates', 'segmentation', 'steganography', 'beginning', 'categories', 'eg', 'registration', 'neglect', 'negociation', 'negotiations', 'categorical', 'eeg', 'regarding', 'irregular', 'categorization', 'legitimacy', 'integrate', 'egyptians', 'legal', 'regulating', 'negligence', 'strategists', 'regularity', 'regression', 'legendre', 'integrity', 'regularization', 'category', 'mpeg', 'autoregressive', 'strategies', 'jpeg', 'integrative', 'negotiation', 'regular', 'integral', 'regions', 'integrating', 'aggregate', 'strategic', 'integer', 'regional', 'register', 'pregnancy', 'legislation', 'regulation', 'regularly', 'integrated', 'registering', 'integrals', 'regenerative', 'legislative', 'negative', 'integers', 'strategy'}"
im,"{'infimum', 'minimization', 'maxima', 'implications', 'flextime', 'imf', 'image', 'simple', 'impairments', 'imaging', 'implementing', 'optimization', 'approximating', 'dimensional', 'primary', 'primes', 'dimensions', 'subliminal', 'improvement', 'important', 'aims', 'optimal', 'dimorphism', 'aim', 'elimination', 'implementation', 'discriminants', 'approximation', 'limit', 'primitives', 'simpsons', 'legitimacy', 'maximize', 'stimulation', 'immigrants', 'implementations', 'simulation', 'discriminant', 'animation', 'improving', 'untimely', 'primitive', 'imperative', 'experimentation', 'optimistic', 'crime', 'estimates', 'dimension', 'experiments', 'impact', 'experimenters', 'images', 'minimal', 'simultaneity', 'improve', 'minima', 'immunization', 'estimable', 'times', 'implement', 'stimulus', 'estimators', 'limitations', 'timing', 'limited', 'simulations', 'dimensionality', 'imperceptibility', 'estimator', 'simultaneous', 'impacts', 'primarily', 'improper', 'similar', 'experimental', 'limbic', 'maximum', 'approximations', 'similarities', 'sentiment', 'implicit', 'lim', 'animal', 'minimum', 'estimation', 'semisimple', 'simplex', 'maximization', 'experiment', 'importance', 'multidimensional', 'prime', 'time', 'limits'}"
lg,"{'algebraically', 'algebras', 'elg', 'algebra', 'algebraic', 'algorithm', 'milgram', 'algorithmic', 'algorithms'}"
go,"{'diagonalization', 'trigonometric', 'governmental', 'categories', 'goals', 'negociation', 'negotiations', 'categorical', 'pedagogically', 'categorization', 'algorithmic', 'algorithms', 'category', 'algorithm', 'negotiation', 'going', 'gershgorin', 'polygon', 'governance', 'vygotskyan', 'goods', 'ergodic', 'government', 'orthogonality', 'goodness', 'orthogonal', 'ongoing', 'goal', 'good', 'governing', 'governments'}"
ri,"{'clustering', 'verification', 'ontario', 'restricted', 'merit', 'critique', 'heuristic', 'comparison', 'spherical', 'equilibria', 'colouring', 'derivates', 'industrial', 'categorical', 'stabilityinvariant', 'rewriting', 'categorization', 'characteristic', 'arithmetic', 'integrity', 'regularization', 'coverings', 'symmetric', 'distributions', 'enterprise', 'description', 'hybrid', 'logarithmic', 'antiderivatives', 'describe', 'logarithms', 'turing', 'covariance', 'trip', 'scoring', 'primary', 'riemannian', 'prior', 'writing', 'private', 'primes', 'empirical', 'sharing', 'variational', 'brief', 'enterprises', 'contributed', 'posteriori', 'derivative', 'electricity', 'combinatorics', 'criteria', 'comparisons', 'materiality', 'discriminants', 'triple', 'comprising', 'metrisation', 'restrictions', 'marital', 'principle', 'principal', 'primitives', 'ring', 'industries', 'computerized', 'structuring', 'proprietorship', 'actuarial', 'rights', 'factoring', 'covariation', 'factorial', 'riesz', 'riemann', 'series', 'algorithm', 'distributed', 'offspring', 'risks', 'period', 'derived', 'metric', 'matrix', 'arising', 'written', 'variable', 'arise', 'discriminant', 'friedrichs', 'bridges', 'arrive', 'heuristics', 'minorities', 'variability', 'retrieval', 'triangulation', 'various', 'covering', 'oriented', 'invariant', 'primitive', 'layering', 'requiring', 'experimentation', 'summarization', 'preparing', 'gathering', 'supérieur', 'prescriptive', 'crime', 'zariski', 'econometric', 'british', 'stationarity', 'verifying', 'variables', 'noetherian', 'security', 'experiments', 'experimenters', 'algorithmic', 'scenario', 'countries', 'descriptive', 'variety', 'sparing', 'psychometric', 'multivariate', 'appropriate', 'metaheuristic', 'principles', 'substrings', 'remarriage', 'parametric', 'numerical', 'driven', 'rings', 'write', 'origin', 'engineering', 'attribute', 'orientation', 'gershgorin', 'experiences', 'string', 'orientations', 'nonparametric', 'heritability', 'singularity', 'corrigé', 'tries', 'fourier', 'registering', 'psychiatric', 'managerial', 'distribution', 'monitoring', 'historical', 'variance', 'geometric', 'derivatives', 'peripheral', 'critical', 'entrepreneurial', 'manufacturing', 'tutorials', 'adversarial', 'prescribe', 'maturity', 'inventoried', 'equilibrium', 'trigonometric', 'offering', 'categories', 'periodic', 'pricing', 'material', 'primarily', 'filtering', 'hypergeometric', 'materialized', 'algorithms', 'varies', 'experimental', 'right', 'regularity', 'queries', 'comprises', 'caring', 'historic', 'interior', 'descriptions', 'contribution', 'risk', 'carried', 'centuries', 'tourism', 'triangulations', 'similarities', 'scripting', 'derivation', 'characteristics', 'triangular', 'grief', 'securities', 'inheritance', 'theories', 'factorization', 'cylindrical', 'scripts', 'rendering', 'metrics', 'materials', 'combinatorial', 'experiment', 'invariants', 'laboratories', 'grid', 'matrices', 'tutorial', 'prime', 'varieties', 'experience', 'price', 'logarithm', 'strings', 'geometries', 'privacy', 'barriers'}"
hm,"{'arithmetic', 'schmidt', 'attachment', 'logarithm', 'logarithms', 'punishment', 'algorithm', 'logarithmic', 'algorithmic', 'algorithms'}"
fi,"{'verification', 'definition', 'infimum', 'firm', 'profile', 'staffing', 'file', 'specification', 'finitely', 'firms', 'finite', 'subfields', 'financial', 'infinite', 'efficient', 'classifier', 'fiducial', 'files', 'coefficients', 'diffie', 'fields', 'fishers', 'financing', 'finding', 'efficiency', 'fixed', 'infinitely', 'filters', 'reconfiguration', 'classifiers', 'modification', 'defining', 'finland', 'modifications', 'profitability', 'affine', 'field', 'sufficiency', 'definite', 'significant', 'confirmatory', 'firewalls', 'financials', 'benefit', 'misclassification', 'benefits', 'scientific', 'stratification', 'affirmative', 'fitting', 'stratified', 'deficits', 'final', 'destaffing', 'specifications', 'findings', 'identification', 'filter', 'efficacy', 'classification', 'specific', 'coefficient', 'significance', 'five', 'filtering', 'confidence', 'configuration', 'finance', 'certificate', 'specified', 'fit', 'scientifique', 'profit', 'specifically', 'artificial', 'unified', 'fiscal', 'financiers', 'indefinite', 'first'}"
pu,"{'computing', 'computational', 'output', 'campus', 'microcomputer', 'populations', 'pure', 'computation', 'cpu', 'purchasing', 'manipulation', 'computerized', 'pursuing', 'puberty', 'pumping', 'publicity', 'pushdown', 'putting', 'inputs', 'computability', 'public', 'publication', 'gpus', 'computations', 'published', 'input', 'computer', 'computers', 'punishment', 'purposes'}"
ut,"{'substitution', 'computing', 'computational', 'layout', 'pharmaceutical', 'output', 'outlining', 'automata', 'outside', 'microcomputer', 'outcome', 'resolution', 'computation', 'clairaut', 'substitutions', 'cutting', 'utilize', 'euthanasia', 'autonomous', 'computerized', 'absolute', 'mutinational', 'contribution', 'bézouts', 'automated', 'evolution', 'utility', 'distributions', 'autoregressive', 'permutations', 'putting', 'institutional', 'distributed', 'solution', 'authentication', 'inputs', 'computability', 'youth', 'utilization', 'constitutes', 'exécution', 'mutual', 'attribute', 'outcomes', 'without', 'institutions', 'routing', 'discutés', 'futures', 'neutral', 'computations', 'institute', 'cut', 'statutory', 'therapeutic', 'outlier', 'solutions', 'future', 'throughout', 'executive', 'execution', 'commutative', 'computer', 'computers', 'distribution', 'input', 'contributed', 'utilizes', 'evolutionary', 'brute', 'cloutier', 'dropout', 'tutorials', 'tutorial'}"
ip,"{'prescriptive', 'triple', 'anticipation', 'chips', 'principle', 'principal', 'disciplines', 'manipulation', 'descriptive', 'participation', 'multiple', 'descriptions', 'proprietorship', 'principles', 'participate', 'description', 'scripting', 'leadership', 'multipliers', 'ip', 'trip', 'parallelepipeds', 'elliptic', 'bipartite', 'pipeline', 'intrapreneurship', 'multidisciplinary', 'scripts', 'relationship', 'internship', 'equipment', 'entrepreneurship', 'partnership', 'multiplication', 'partnerships', 'relationships', 'ciphers', 'peripheral', 'multiprocessor'}"
ib,"{'prescribe', 'equilibrium', 'equilibria', 'convertibles', 'irreducible', 'contribution', 'visibility', 'responsible', 'library', 'distributions', 'describe', 'distributed', 'responsibility', 'attribute', 'accessibility', 'flexible', 'possible', 'possibilities', 'convertible', 'imperceptibility', 'contributed', 'responsibilities', 'distribution', 'feasibility'}"
mu,"{'multicasting', 'infimum', 'remuneration', 'formulating', 'simultaneous', 'formulation', 'community', 'supremum', 'maximum', 'simultaneity', 'must', 'multiple', 'mutinational', 'stimulation', 'multivariate', 'multiway', 'immunization', 'multiculturalism', 'permutations', 'multisubject', 'multipliers', 'accumulation', 'minimum', 'formulae', 'mutual', 'multinational', 'multidisciplinary', 'formulas', 'simulation', 'communicating', 'multistage', 'communications', 'stimulus', 'telecommunication', 'multiplication', 'multidimensional', 'communication', 'multicultural', 'simulations', 'formula', 'cumulative', 'multilevel', 'commutative', 'multiprocessor', 'multilinear', 'multi'}"
gu,"{'irregular', 'singular', 'guide', 'regulating', 'regularity', 'linguistic', 'configuration', 'guidance', 'regularization', 'triangulations', 'language', 'triangular', 'arguments', 'regular', 'reconfiguration', 'distinguish', 'lebesgue', 'regulation', 'singularity', 'triangulation', 'indistinguishable', 'regularly', 'languages'}"
if,"{'verification', 'diffie', 'classification', 'specific', 'verifying', 'uniform', 'significance', 'significant', 'manifestation', 'manifolds', 'jackknife', 'specification', 'lifestyles', 'differentiable', 'difference', 'bifurcations', 'identifying', 'certificate', 'lifecycle', 'differentiation', 'misclassification', 'differences', 'scientific', 'stratification', 'different', 'differential', 'unify', 'specified', 'differentials', 'stratified', 'sniffers', 'classifiers', 'modification', 'scientifique', 'specifically', 'uniformly', 'diffusion', 'specifications', 'classifier', 'artificial', 'unified', 'identification', 'manifold', 'modifications', 'manifestations', 'life'}"
ff,"{'diffie', 'efficacy', 'coefficient', 'affecting', 'effectively', 'offering', 'sufficiency', 'staffing', 'differentiable', 'affect', 'difference', 'tradeoff', 'efforts', 'differentiation', 'differences', 'offered', 'offspring', 'different', 'differential', 'effects', 'efficiency', 'offs', 'tradeoffs', 'affirmative', 'differentials', 'sniffers', 'staff', 'affective', 'efficient', 'affording', 'effectiveness', 'destaffing', 'diffusion', 'effective', 'coefficients', 'affine'}"
fe,"{'affecting', 'telfer', 'effectively', 'offering', 'feedback', 'manifestation', 'professors', 'inferential', 'life', 'jackknife', 'lifestyles', 'differentiable', 'preferences', 'affect', 'difference', 'inferences', 'professeurs', 'defended', 'lifecycle', 'professionalism', 'profession', 'features', 'feature', 'differentiation', 'preferred', 'differences', 'offered', 'female', 'different', 'differential', 'effects', 'defending', 'differentials', 'sniffers', 'affective', 'professional', 'transfer', 'infertility', 'effectiveness', 'fermat', 'safety', 'safe', 'feminine', 'inference', 'effective', 'professionals', 'federal', 'manifestations', 'feasibility', 'professor', 'deferred'}"
